Wall time,Step,Value
1717590600.9347126,6900,7.961999893188477
1717590614.9777863,7000,7.97599983215332
1717590628.895312,7100,7.993000030517578
1717590643.2055113,7200,7.888999938964844
1717590662.9120305,7300,8.00100040435791
1717590678.9817808,7400,7.913000106811523
1717590693.0657825,7500,7.961999893188477
1717590707.067137,7600,7.927999973297119
1717590721.2582219,7700,7.939000129699707
1717590735.2745554,7800,7.934000015258789
1717590749.390172,7900,7.936999797821045
1717590763.5904171,8000,7.888999938964844
1717590777.5850174,8100,7.90500020980835
1717590791.6376095,8200,7.895999908447266
1717590808.4439592,8300,7.861000061035156
1717590822.8443518,8400,7.933000087738037
1717590836.7582057,8500,7.855999946594238
1717590850.7949297,8600,7.861999988555908
1717590864.6774182,8700,7.879000186920166
1717590878.9535394,8800,7.928999900817871
1717590892.937828,8900,7.8429999351501465
1717590906.9387624,9000,7.824999809265137
1717590966.7425983,9100,7.8429999351501465
1717590981.1504369,9200,7.73799991607666
1717590995.1613512,9300,7.830999851226807
1717591009.223458,9400,7.807000160217285
1717591023.5604167,9500,7.795000076293945
1717591037.8721175,9600,7.801000118255615
1717591051.89213,9700,7.744999885559082
1717591065.896297,9800,7.7779998779296875
1717591080.0807815,9900,7.879000186920166
1717591096.9324183,10000,7.71999979019165
1717591110.9835913,10100,7.826000213623047
1717591125.133592,10200,7.775000095367432
1717591139.0754654,10300,7.742000102996826
1717591153.1696346,10400,7.821000099182129
1717591167.4783776,10500,7.756999969482422
1717591181.5267525,10600,7.831999778747559
1717591195.448629,10700,7.796000003814697
1717591209.5534163,10800,7.736000061035156
1717591225.852383,10900,7.789999961853027
1717591240.049893,11000,7.706999778747559
1717591254.1296365,11100,7.738999843597412
1717591268.2045684,11200,7.788000106811523
1717591282.3908355,11300,7.771999835968018
1717591296.2843134,11400,7.744999885559082
1717591310.0387912,11500,7.697999954223633
1717591323.8838859,11600,7.791999816894531
1717591337.593365,11700,7.7270002365112305
1717591354.7149088,11800,7.763999938964844
1717591368.6498373,11900,7.693999767303467
1717591382.4732702,12000,7.650000095367432
1717591433.753175,12100,7.704999923706055
1717591447.8984768,12200,7.6620001792907715
1717591461.9930062,12300,7.6519999504089355
1717591476.1875045,12400,7.618000030517578
1717591495.7495234,12500,7.678999900817871
1717591510.0282648,12600,7.684999942779541
1717591524.2013578,12700,7.697999954223633
1717591538.1169088,12800,7.639999866485596
1717591552.0175004,12900,7.703999996185303
1717591566.1576293,13000,7.697999954223633
1717591580.4256067,13100,7.6519999504089355
1717591594.486457,13200,7.729000091552734
1717591608.6057048,13300,7.613999843597412
1717591624.5417297,13400,7.617000102996826
1717591638.6168108,13500,7.626999855041504
1717591652.5162833,13600,7.696000099182129
1717591666.404119,13700,7.664000034332275
1717591680.345425,13800,7.604000091552734
1717591694.3479424,13900,7.644000053405762
1717591708.3392088,14000,7.618000030517578
1717591722.406614,14100,7.677000045776367
1717591736.5536704,14200,7.671999931335449
1717591752.4260619,14300,7.690000057220459
1717591766.6470258,14400,7.6539998054504395
1717591780.739734,14500,7.63100004196167
1717591794.8438807,14600,7.630000114440918
1717591808.854248,14700,7.605000019073486
1717591822.5927484,14800,7.678999900817871
1717591836.7208974,14900,7.598999977111816
1717591850.763589,15000,7.625999927520752
