Wall time,Step,Value
1717589983.4612927,3008,8.913999557495117
1717590468.8132029,6013,8.206000328063965
1717590954.1085372,9023,7.938000202178955
1717591423.618652,12034,7.769000053405762
1717591891.566473,15044,7.6539998054504395
